customer_ID,product_ID,Transaction Type,Category,Amt (in dollars),Payment Date,Payment Mode
CUST2025CR,213,BNPL Purchase,Smart TV,890.71,10/29/2025,Credit Card
CUST2025GB,291,Grocery Shopping,Trader Joe's,76.81,06/16/2025,Debit Card
CUST2025WY,246,Camera Equipment,Canon EOS,3625.86,08/07/2025,Google Pay
CUST2025YV,215,Camera Equipment,Nikon Z6,572.38,10/19/2025,PayPal
CUST2025YT,211,BNPL Purchase,iPhone,2340.32,12/30/2025,PayPal
CUST2025IT,215,Food Delivery,DoorDash,57.2,11/10/2025,Credit Card
CUST2025VE,222,Luxury Shopping,Louis Vuitton,7282.2,07/22/2025,Credit Card
CUST2025AD,293,Grocery Shopping,Trader Joe's,280.9,12/17/2025,Google Pay
CUST2025NW,289,BNPL Purchase,MacBook,2670.78,02/12/2025,Google Pay
CUST2025XI,264,Gym Membership,Planet Fitness,131.61,07/14/2025,Credit Card
CUST2025RX,290,Luxury Shopping,Prada,5779.07,12/21/2025,PayPal
CUST2025EP,285,Camera Equipment,Sony Alpha,2037.09,10/29/2025,Credit Card
CUST2025DA,298,Luxury Shopping,Prada,5231.28,12/23/2025,Google Pay
CUST2025YZ,231,BNPL Purchase,Smart TV,977.52,10/05/2025,Apple Pay
CUST2025LR,286,Subscription Payment,Spotify,42.99,08/12/2025,Credit Card
CUST2025WJ,236,Hotel Stay,Hilton,1287.33,06/05/2025,PayPal
CUST2025XZ,268,Camera Equipment,Canon EOS,3671.08,01/09/2025,Credit Card
CUST2025TF,239,Subscription Payment,Spotify,30.87,07/08/2025,Debit Card
CUST2025IB,288,BNPL Purchase,iPhone,2080.76,03/25/2025,Apple Pay
CUST2025PW,270,Gym Membership,Gold's Gym,82.79,01/03/2025,Apple Pay
CUST2025TD,278,Retail Space Lease,Pop-up Storefront,180359.27,12/11/2025,Debit Card
CUST2025GK,281,Subscription Payment,Netflix,39.03,06/19/2025,Debit Card
CUST2025JQ,272,Camera Equipment,Canon EOS,4074.2,10/20/2025,Google Pay
CUST2025QG,269,Subscription Payment,Spotify,19.63,02/08/2025,PayPal
CUST2025XK,279,Retail Space Lease,New Flagship Store,201394.58,08/24/2025,Apple Pay
CUST2025UT,242,Food Delivery,GrubHub,11.0,07/04/2025,PayPal
CUST2025UO,214,Gym Membership,Planet Fitness,105.29,03/24/2025,Debit Card
CUST2025RW,200,Subscription Payment,Amazon Prime,15.27,11/20/2025,Credit Card
CUST2025XE,253,Hotel Stay,Ritz-Carlton,2964.24,06/15/2025,Credit Card
CUST2025YY,233,Subscription Payment,Spotify,9.79,04/19/2025,Credit Card
CUST2025YQ,300,Gym Membership,Equinox,93.79,09/02/2025,PayPal
CUST2025KO,243,Food Delivery,GrubHub,89.69,06/28/2025,PayPal
CUST2025VT,261,Food Delivery,DoorDash,26.14,12/29/2025,Credit Card
CUST2025GD,234,Camera Equipment,Sony Alpha,3612.1,07/26/2025,Apple Pay
CUST2025BU,296,Hotel Stay,Ritz-Carlton,744.95,05/06/2025,Debit Card
CUST2025NF,231,Retail Space Lease,Pop-up Storefront,445149.94,05/01/2025,Debit Card
CUST2025ZO,291,Gym Membership,Equinox,79.45,06/08/2025,Apple Pay
CUST2025QO,231,Luxury Travel Booking,Paris Vacation,16359.89,05/26/2025,Debit Card
CUST2025GL,216,Retail Space Lease,New Flagship Store,314705.37,02/14/2025,Apple Pay
CUST2025MQ,260,Luxury Travel Booking,London Business Trip,12230.44,08/18/2025,Debit Card
CUST2025YC,272,Grocery Shopping,Trader Joe's,308.33,09/30/2025,PayPal
CUST2025ZL,228,Subscription Payment,Spotify,32.51,06/21/2025,Credit Card
CUST2025XF,276,Luxury Travel Booking,Paris Vacation,10514.3,05/17/2025,Credit Card
CUST2025WL,290,Grocery Shopping,Walmart,470.58,10/11/2025,Google Pay
CUST2025VI,261,Hotel Stay,Hilton,2861.62,10/21/2025,Debit Card
CUST2025HL,282,Food Delivery,GrubHub,24.22,10/19/2025,PayPal
CUST2025ES,219,Hotel Stay,Ritz-Carlton,2300.36,06/05/2025,Apple Pay
CUST2025CK,293,Food Delivery,Uber Eats,26.59,08/22/2025,Credit Card
CUST2025NN,275,Luxury Travel Booking,London Business Trip,18711.34,05/21/2025,Apple Pay
CUST2025WJ,271,Camera Equipment,Sony Alpha,4693.37,06/26/2025,Apple Pay
CUST2025GI,218,Gym Membership,Gold's Gym,86.37,04/09/2025,Credit Card
CUST2025JV,263,Food Delivery,DoorDash,64.73,04/23/2025,Google Pay
CUST2025SF,292,Hotel Stay,Hilton,2163.91,06/18/2025,Google Pay
CUST2025MW,284,Food Delivery,Uber Eats,58.74,12/01/2025,Google Pay
CUST2025VU,277,Hotel Stay,Ritz-Carlton,2595.77,04/06/2025,PayPal
CUST2025AR,266,BNPL Purchase,Smart TV,1060.89,04/13/2025,Apple Pay
CUST2025XO,265,Luxury Travel Booking,London Business Trip,8171.09,03/15/2025,Apple Pay
CUST2025MF,290,Hotel Stay,Ritz-Carlton,1159.01,07/01/2025,PayPal
CUST2025FH,255,Hotel Stay,Maldives Resort,1435.38,04/04/2025,Debit Card
CUST2025PB,219,Camera Equipment,Canon EOS,1683.6,09/24/2025,Credit Card
CUST2025PQ,208,Camera Equipment,Canon EOS,3493.26,07/16/2025,Apple Pay
CUST2025NC,281,Food Delivery,GrubHub,74.25,02/02/2025,Apple Pay
CUST2025WU,300,Subscription Payment,Spotify,22.49,02/13/2025,Apple Pay
CUST2025KL,269,Luxury Travel Booking,London Business Trip,10142.77,03/17/2025,Debit Card
CUST2025QI,233,Grocery Shopping,Walmart,330.74,08/30/2025,Google Pay
CUST2025DI,253,BNPL Purchase,MacBook,1672.07,07/24/2025,Apple Pay
CUST2025KZ,212,Luxury Travel Booking,London Business Trip,4451.51,04/11/2025,Debit Card
CUST2025HL,266,Camera Equipment,Nikon Z6,2390.03,11/25/2025,PayPal
CUST2025GX,291,Grocery Shopping,Walmart,25.96,11/22/2025,Debit Card
CUST2025CV,274,Hotel Stay,Hilton,1435.47,09/12/2025,Google Pay
CUST2025EY,278,Hotel Stay,Ritz-Carlton,1817.61,01/10/2025,Credit Card
CUST2025IE,276,Camera Equipment,Nikon Z6,4448.27,04/09/2025,Debit Card
CUST2025WC,217,Luxury Travel Booking,London Business Trip,7627.57,11/05/2025,Credit Card
CUST2025KP,284,Luxury Shopping,Prada,5931.2,10/25/2025,PayPal
CUST2025KY,265,Grocery Shopping,Whole Foods,476.1,02/14/2025,Google Pay
CUST2025SY,283,Food Delivery,Uber Eats,71.86,11/12/2025,Google Pay
CUST2025TT,217,Grocery Shopping,Trader Joe's,330.93,06/03/2025,Debit Card
CUST2025NM,275,Hotel Stay,Maldives Resort,808.91,05/12/2025,Google Pay
CUST2025PY,271,Luxury Travel Booking,London Business Trip,2518.78,04/24/2025,Google Pay
CUST2025FK,232,Camera Equipment,Sony Alpha,4584.41,08/10/2025,Apple Pay
CUST2025DG,268,Subscription Payment,Amazon Prime,48.68,01/22/2025,Apple Pay
CUST2025KM,226,Hotel Stay,Maldives Resort,2098.4,01/30/2025,Credit Card
CUST2025QX,222,Subscription Payment,Spotify,31.69,10/04/2025,Apple Pay
CUST2025HH,242,Luxury Shopping,Gucci,1081.71,07/17/2025,Debit Card
CUST2025IX,272,BNPL Purchase,Smart TV,1172.0,06/02/2025,Apple Pay
CUST2025WO,264,Grocery Shopping,Walmart,253.69,06/02/2025,Debit Card
CUST2025CU,230,Gym Membership,Gold's Gym,148.57,12/28/2025,PayPal
CUST2025GD,227,Luxury Shopping,Louis Vuitton,3395.87,06/24/2025,Debit Card
CUST2025QB,213,Food Delivery,GrubHub,57.61,11/24/2025,Credit Card
CUST2025GT,259,Gym Membership,Planet Fitness,38.38,03/13/2025,Debit Card
CUST2025LD,211,Retail Space Lease,Pop-up Storefront,270706.62,04/19/2025,Credit Card
CUST2025UI,255,BNPL Purchase,MacBook,1808.22,07/29/2025,PayPal
CUST2025QI,268,Hotel Stay,Hilton,746.88,07/16/2025,Google Pay
CUST2025UR,278,BNPL Purchase,iPhone,1217.92,05/16/2025,PayPal
CUST2025XZ,223,Grocery Shopping,Trader Joe's,308.2,10/21/2025,Credit Card
CUST2025XY,263,Retail Space Lease,New Flagship Store,117017.38,07/13/2025,Apple Pay
CUST2025EZ,286,Retail Space Lease,Pop-up Storefront,235817.24,10/24/2025,Credit Card
CUST2025CV,250,Retail Space Lease,New Flagship Store,213332.62,03/23/2025,Google Pay
CUST2025LH,260,Grocery Shopping,Trader Joe's,116.2,07/09/2025,Apple Pay
CUST2025QV,224,Luxury Shopping,Gucci,1059.81,11/01/2025,PayPal
CUST2025PP,220,BNPL Purchase,MacBook,859.59,11/14/2025,Apple Pay
CUST2025VA,209,Camera Equipment,Nikon Z6,1134.64,10/14/2025,Apple Pay
CUST2025SP,299,Retail Space Lease,New Flagship Store,305008.84,05/11/2025,Debit Card
CUST2025JL,201,Luxury Shopping,Louis Vuitton,9235.33,01/11/2025,PayPal
CUST2025ZY,265,BNPL Purchase,Smart TV,2329.04,08/25/2025,Credit Card
CUST2025DB,288,Hotel Stay,Ritz-Carlton,1562.73,09/06/2025,Google Pay
CUST2025NN,277,Grocery Shopping,Trader Joe's,175.07,01/25/2025,Debit Card
CUST2025IT,262,Subscription Payment,Netflix,27.01,06/11/2025,Google Pay
CUST2025BY,264,Subscription Payment,Netflix,18.23,07/04/2025,Credit Card
CUST2025RL,259,Grocery Shopping,Walmart,354.65,12/23/2025,Google Pay
CUST2025HC,243,BNPL Purchase,Smart TV,1828.08,12/17/2025,Debit Card
CUST2025XX,228,Luxury Travel Booking,Paris Vacation,19252.58,08/09/2025,Debit Card
CUST2025KP,265,Luxury Shopping,Prada,5987.77,06/10/2025,Google Pay
CUST2025GR,201,Hotel Stay,Ritz-Carlton,331.22,07/09/2025,Debit Card
CUST2025HB,270,Food Delivery,DoorDash,92.49,05/11/2025,Google Pay
CUST2025OM,248,Luxury Shopping,Gucci,2635.07,05/01/2025,Debit Card
CUST2025WZ,238,Gym Membership,Equinox,58.72,11/04/2025,Credit Card
CUST2025SI,279,Hotel Stay,Ritz-Carlton,738.69,05/18/2025,Debit Card
CUST2025DJ,299,Gym Membership,Gold's Gym,39.12,12/30/2025,Google Pay
CUST2025KN,260,Luxury Shopping,Prada,5885.0,04/16/2025,PayPal
CUST2025JW,233,Retail Space Lease,Pop-up Storefront,97201.17,08/31/2025,Debit Card
CUST2025SG,295,Luxury Shopping,Louis Vuitton,6065.83,03/16/2025,Apple Pay
CUST2025AU,235,Luxury Shopping,Prada,8454.69,07/27/2025,PayPal
CUST2025PW,233,BNPL Purchase,iPhone,2339.17,01/03/2025,PayPal
CUST2025IU,292,BNPL Purchase,iPhone,1249.68,07/25/2025,Apple Pay
CUST2025NK,265,Retail Space Lease,New Flagship Store,479867.27,07/27/2025,Google Pay
CUST2025XC,273,Retail Space Lease,New Flagship Store,73729.15,03/15/2025,PayPal
CUST2025RW,289,Subscription Payment,Spotify,18.08,06/25/2025,PayPal
CUST2025SC,285,Gym Membership,Equinox,184.46,10/13/2025,Debit Card
CUST2025IG,230,Luxury Travel Booking,London Business Trip,9296.17,10/20/2025,Debit Card
CUST2025DV,203,Retail Space Lease,Pop-up Storefront,89357.74,11/10/2025,Credit Card
CUST2025CM,224,Luxury Shopping,Prada,4954.26,09/06/2025,Apple Pay
CUST2025YX,207,Grocery Shopping,Whole Foods,365.32,09/10/2025,Debit Card
CUST2025ZO,273,Hotel Stay,Hilton,2600.51,06/11/2025,PayPal
CUST2025WX,265,Luxury Shopping,Gucci,1499.36,10/20/2025,Apple Pay
CUST2025ED,231,Subscription Payment,Netflix,42.06,11/20/2025,Apple Pay
CUST2025GP,216,Luxury Travel Booking,London Business Trip,16101.64,08/15/2025,Debit Card
CUST2025XR,293,Food Delivery,Uber Eats,46.13,03/27/2025,PayPal
CUST2025BY,250,Gym Membership,Equinox,169.2,01/04/2025,Debit Card
CUST2025NI,242,Retail Space Lease,New Flagship Store,290307.79,12/16/2025,Apple Pay
CUST2025QV,248,Food Delivery,DoorDash,80.81,01/10/2025,Google Pay
CUST2025HM,299,Luxury Shopping,Louis Vuitton,9253.77,10/16/2025,Debit Card
CUST2025SY,283,BNPL Purchase,Smart TV,2957.71,02/18/2025,Credit Card
CUST2025CE,272,Grocery Shopping,Whole Foods,387.77,12/10/2025,Google Pay
CUST2025PH,238,Hotel Stay,Hilton,2059.88,05/13/2025,Debit Card
CUST2025QO,259,Food Delivery,Uber Eats,49.59,12/01/2025,Apple Pay
CUST2025TL,267,BNPL Purchase,Smart TV,1197.33,03/29/2025,PayPal
CUST2025KK,270,Grocery Shopping,Trader Joe's,277.06,08/28/2025,Debit Card
CUST2025TH,267,Luxury Shopping,Louis Vuitton,2196.91,10/03/2025,Apple Pay
CUST2025FV,246,Retail Space Lease,Pop-up Storefront,232768.18,12/01/2025,PayPal
CUST2025GQ,267,Hotel Stay,Hilton,2727.37,07/08/2025,Credit Card
CUST2025YI,239,Camera Equipment,Sony Alpha,1926.47,08/19/2025,Apple Pay
CUST2025BL,266,Food Delivery,GrubHub,50.46,11/11/2025,Credit Card
CUST2025CM,288,Subscription Payment,Amazon Prime,26.4,12/10/2025,Google Pay
CUST2025KQ,218,Luxury Shopping,Prada,2577.27,02/01/2025,PayPal
CUST2025OW,248,Luxury Travel Booking,London Business Trip,5400.27,02/03/2025,Credit Card
CUST2025RH,264,Subscription Payment,Spotify,17.75,04/25/2025,Google Pay
CUST2025AX,295,Luxury Shopping,Prada,9805.25,06/16/2025,Credit Card
CUST2025NO,252,Retail Space Lease,New Flagship Store,407927.55,07/03/2025,Google Pay
CUST2025XQ,210,Hotel Stay,Ritz-Carlton,1076.99,08/04/2025,Google Pay
CUST2025WO,256,Luxury Shopping,Gucci,6796.01,02/04/2025,Debit Card
CUST2025PE,255,Hotel Stay,Hilton,2055.68,04/03/2025,PayPal
CUST2025RQ,244,Luxury Shopping,Prada,4910.64,10/21/2025,Credit Card
CUST2025EF,200,Luxury Travel Booking,Paris Vacation,6814.93,09/10/2025,Debit Card
CUST2025OF,289,Retail Space Lease,Pop-up Storefront,465968.71,08/25/2025,Debit Card
CUST2025YU,277,Luxury Travel Booking,Maldives Retreat,5399.76,12/26/2025,Credit Card
CUST2025LV,298,Grocery Shopping,Whole Foods,385.11,02/17/2025,Google Pay
CUST2025EA,282,Luxury Travel Booking,Paris Vacation,2184.91,07/28/2025,Credit Card
CUST2025EE,300,Gym Membership,Gold's Gym,173.15,10/07/2025,Google Pay
CUST2025JI,200,Grocery Shopping,Trader Joe's,60.32,02/08/2025,PayPal
CUST2025XH,234,Gym Membership,Planet Fitness,156.99,06/01/2025,Credit Card
CUST2025RD,222,Hotel Stay,Ritz-Carlton,969.12,07/17/2025,Apple Pay
CUST2025DL,299,Luxury Shopping,Prada,1815.96,10/04/2025,Credit Card
CUST2025HE,265,Subscription Payment,Netflix,31.47,04/22/2025,Credit Card
CUST2025QS,236,Hotel Stay,Hilton,904.77,04/21/2025,Credit Card
CUST2025XA,203,BNPL Purchase,Smart TV,2519.86,12/04/2025,PayPal
CUST2025TR,259,Luxury Shopping,Gucci,8715.34,03/18/2025,Google Pay
CUST2025PA,262,Hotel Stay,Maldives Resort,1134.99,09/16/2025,Google Pay
CUST2025UL,298,Gym Membership,Planet Fitness,116.73,08/27/2025,Credit Card
CUST2025UW,220,Grocery Shopping,Walmart,483.82,11/12/2025,Credit Card
CUST2025JE,245,BNPL Purchase,Smart TV,2757.23,03/31/2025,Google Pay
CUST2025GM,275,Gym Membership,Planet Fitness,41.55,12/03/2025,Debit Card
CUST2025QW,294,Luxury Travel Booking,London Business Trip,18995.54,10/02/2025,Apple Pay
CUST2025PJ,216,Camera Equipment,Nikon Z6,1866.51,12/25/2025,Apple Pay
CUST2025IV,250,Gym Membership,Gold's Gym,140.47,05/29/2025,Apple Pay
CUST2025KF,299,Grocery Shopping,Trader Joe's,169.94,08/28/2025,Debit Card
CUST2025WN,242,Luxury Travel Booking,Paris Vacation,16783.1,09/07/2025,Credit Card
CUST2025BR,289,Hotel Stay,Hilton,2483.02,07/02/2025,PayPal
CUST2025CQ,218,Camera Equipment,Nikon Z6,4560.89,09/20/2025,Debit Card
CUST2025AQ,271,BNPL Purchase,Smart TV,2000.54,12/07/2025,Google Pay
CUST2025IZ,212,Hotel Stay,Maldives Resort,2870.89,02/17/2025,Apple Pay
CUST2025RA,285,Retail Space Lease,Pop-up Storefront,434281.38,01/06/2025,Google Pay
CUST2025RG,286,Retail Space Lease,Pop-up Storefront,128932.61,03/16/2025,PayPal
CUST2025XD,233,Camera Equipment,Sony Alpha,2919.47,09/03/2025,Debit Card
CUST2025HS,218,Grocery Shopping,Whole Foods,425.95,11/05/2025,PayPal
CUST2025WU,292,BNPL Purchase,iPhone,975.37,12/24/2025,Credit Card
CUST2025OW,225,Camera Equipment,Nikon Z6,683.59,08/21/2025,Debit Card
CUST2025BI,262,Food Delivery,DoorDash,90.69,11/22/2025,PayPal
CUST2025HZ,213,Gym Membership,Planet Fitness,62.61,02/26/2025,Google Pay
CUST2025GK,209,Luxury Travel Booking,Paris Vacation,14382.41,02/16/2025,Credit Card
CUST2025OF,261,Food Delivery,DoorDash,73.63,09/06/2025,Google Pay
CUST2025AY,246,Subscription Payment,Spotify,5.28,09/03/2025,Google Pay
CUST2025NV,254,Luxury Travel Booking,London Business Trip,18908.23,11/24/2025,Apple Pay
CUST2025MX,291,Camera Equipment,Nikon Z6,1906.3,01/12/2025,PayPal
CUST2025HU,213,Food Delivery,GrubHub,66.11,09/15/2025,PayPal
CUST2025SX,245,Subscription Payment,Amazon Prime,48.63,05/10/2025,Debit Card
CUST2025LT,245,Grocery Shopping,Walmart,440.87,03/02/2025,Google Pay
CUST2025EB,275,Hotel Stay,Ritz-Carlton,1394.44,09/09/2025,Debit Card
CUST2025WU,290,Luxury Shopping,Louis Vuitton,6566.28,02/03/2025,Credit Card
CUST2025OH,256,Camera Equipment,Nikon Z6,4371.99,05/21/2025,PayPal
CUST2025IO,294,BNPL Purchase,iPhone,1042.79,10/24/2025,PayPal
CUST2025SM,203,Subscription Payment,Spotify,46.4,05/13/2025,Apple Pay
CUST2025VS,219,Subscription Payment,Spotify,40.86,05/26/2025,Apple Pay
CUST2025WF,264,BNPL Purchase,Smart TV,2087.55,03/24/2025,PayPal
CUST2025OX,229,Grocery Shopping,Walmart,143.95,07/18/2025,PayPal
CUST2025FP,293,Retail Space Lease,New Flagship Store,62168.07,10/15/2025,Credit Card
CUST2025NP,243,Gym Membership,Gold's Gym,162.27,08/07/2025,Debit Card
CUST2025XY,233,Hotel Stay,Ritz-Carlton,881.7,05/08/2025,Debit Card
CUST2025RB,271,Subscription Payment,Amazon Prime,34.4,03/25/2025,Credit Card
CUST2025DW,218,Luxury Shopping,Louis Vuitton,2186.89,09/06/2025,Credit Card
CUST2025MC,240,Luxury Shopping,Prada,4136.58,07/20/2025,Credit Card
CUST2025KH,241,BNPL Purchase,Smart TV,1424.11,08/19/2025,Apple Pay
CUST2025HA,237,Food Delivery,Uber Eats,18.26,12/05/2025,Google Pay
CUST2025XL,248,Gym Membership,Gold's Gym,114.79,04/07/2025,Debit Card
CUST2025WM,205,Retail Space Lease,Pop-up Storefront,102515.32,04/12/2025,Debit Card
CUST2025OD,223,Subscription Payment,Amazon Prime,34.67,12/17/2025,Credit Card
CUST2025QR,268,Hotel Stay,Hilton,2981.49,01/14/2025,Credit Card
CUST2025RO,204,Camera Equipment,Canon EOS,3174.93,07/23/2025,Credit Card
CUST2025WH,263,Luxury Shopping,Gucci,7293.54,10/17/2025,Apple Pay
CUST2025UU,242,Luxury Travel Booking,London Business Trip,5316.07,10/02/2025,Apple Pay
CUST2025AI,243,Camera Equipment,Canon EOS,937.39,05/15/2025,PayPal
CUST2025HL,212,Subscription Payment,Netflix,40.33,04/24/2025,Google Pay
CUST2025CA,239,BNPL Purchase,Smart TV,2830.74,10/04/2025,Credit Card
CUST2025XH,272,BNPL Purchase,iPhone,565.87,03/24/2025,Debit Card
CUST2025AG,282,BNPL Purchase,MacBook,885.6,07/12/2025,Debit Card
CUST2025YU,272,Retail Space Lease,Pop-up Storefront,181870.76,01/28/2025,Apple Pay
CUST2025NB,296,Grocery Shopping,Whole Foods,167.49,09/17/2025,Apple Pay
CUST2025YW,200,Gym Membership,Equinox,111.19,01/03/2025,Apple Pay
CUST2025PZ,217,Camera Equipment,Nikon Z6,3911.94,02/16/2025,Credit Card
CUST2025IV,252,BNPL Purchase,MacBook,1953.82,01/19/2025,PayPal
CUST2025NI,256,BNPL Purchase,MacBook,2424.08,04/20/2025,Apple Pay
CUST2025KZ,207,Retail Space Lease,Pop-up Storefront,206921.52,06/11/2025,Apple Pay
CUST2025YE,210,Grocery Shopping,Walmart,377.86,03/09/2025,Google Pay
CUST2025LU,209,Subscription Payment,Spotify,17.43,11/09/2025,Apple Pay
CUST2025SE,275,Luxury Shopping,Gucci,1097.23,02/13/2025,Google Pay
CUST2025TM,211,Camera Equipment,Nikon Z6,1566.86,04/13/2025,Credit Card
CUST2025CM,239,Camera Equipment,Sony Alpha,2667.66,06/13/2025,Debit Card
CUST2025FU,208,Subscription Payment,Spotify,15.24,06/20/2025,PayPal
CUST2025VF,208,Retail Space Lease,New Flagship Store,71567.04,01/10/2025,Debit Card
CUST2025FE,283,Luxury Shopping,Prada,7925.12,02/08/2025,PayPal
CUST2025CA,278,Retail Space Lease,New Flagship Store,94416.34,06/23/2025,Apple Pay
CUST2025SY,273,Luxury Shopping,Louis Vuitton,7302.05,03/29/2025,Credit Card
CUST2025AE,232,Luxury Shopping,Louis Vuitton,2259.47,07/17/2025,Apple Pay
CUST2025WP,207,Luxury Travel Booking,Paris Vacation,16561.92,10/02/2025,PayPal
CUST2025CS,217,Retail Space Lease,New Flagship Store,455977.24,08/26/2025,Google Pay
CUST2025IM,283,Subscription Payment,Amazon Prime,12.53,04/11/2025,PayPal
CUST2025EQ,268,Camera Equipment,Sony Alpha,823.89,07/04/2025,Google Pay
CUST2025CT,235,Retail Space Lease,Pop-up Storefront,164645.43,10/15/2025,Credit Card
CUST2025DK,283,Grocery Shopping,Trader Joe's,394.01,04/20/2025,Apple Pay
CUST2025OH,273,Gym Membership,Planet Fitness,179.75,03/25/2025,PayPal
CUST2025PY,276,Camera Equipment,Canon EOS,3202.71,07/02/2025,Credit Card
CUST2025FG,218,Retail Space Lease,New Flagship Store,165637.88,06/27/2025,Debit Card
CUST2025TI,216,BNPL Purchase,Smart TV,2886.22,06/08/2025,Credit Card
CUST2025IZ,238,Luxury Shopping,Gucci,8616.24,08/11/2025,Credit Card
CUST2025BW,283,Food Delivery,GrubHub,16.31,12/06/2025,Debit Card
CUST2025YW,249,Luxury Travel Booking,London Business Trip,10150.43,05/05/2025,Google Pay
CUST2025LC,260,Gym Membership,Planet Fitness,66.4,10/21/2025,Credit Card
CUST2025TC,245,Retail Space Lease,Pop-up Storefront,93812.31,01/19/2025,Google Pay
CUST2025AN,266,Luxury Shopping,Gucci,6111.48,08/01/2025,PayPal
CUST2025QK,242,Retail Space Lease,New Flagship Store,383597.13,10/12/2025,PayPal
CUST2025YM,252,Retail Space Lease,New Flagship Store,283239.64,06/27/2025,Apple Pay
CUST2025CK,211,Grocery Shopping,Walmart,207.73,03/16/2025,PayPal
CUST2025PG,278,BNPL Purchase,MacBook,1558.48,09/16/2025,Apple Pay
CUST2025PK,240,Luxury Travel Booking,Maldives Retreat,7328.81,06/25/2025,Apple Pay
CUST2025XD,278,Food Delivery,DoorDash,46.52,08/31/2025,Debit Card
CUST2025UO,257,Luxury Travel Booking,Maldives Retreat,11362.96,11/28/2025,Debit Card
CUST2025OH,296,Luxury Shopping,Prada,9283.95,11/30/2025,PayPal
CUST2025EC,259,Luxury Shopping,Prada,4957.67,03/05/2025,Credit Card
CUST2025HX,273,Luxury Shopping,Gucci,3602.86,02/19/2025,PayPal
CUST2025PR,229,Luxury Travel Booking,London Business Trip,9609.44,10/22/2025,Credit Card
CUST2025HF,248,Gym Membership,Planet Fitness,163.89,08/02/2025,Google Pay
CUST2025ZL,269,Retail Space Lease,Pop-up Storefront,217166.06,12/09/2025,Apple Pay
CUST2025DZ,237,Subscription Payment,Netflix,47.18,04/11/2025,Debit Card
CUST2025SM,273,Camera Equipment,Sony Alpha,1356.48,12/21/2025,Credit Card
CUST2025DA,213,Luxury Shopping,Prada,6262.22,02/04/2025,Credit Card
CUST2025VG,267,Subscription Payment,Netflix,20.57,04/10/2025,Apple Pay
CUST2025RA,266,BNPL Purchase,Smart TV,2187.48,04/15/2025,Credit Card
CUST2025DD,200,Retail Space Lease,New Flagship Store,211991.25,05/21/2025,Credit Card
CUST2025UW,293,Luxury Shopping,Louis Vuitton,8140.31,03/04/2025,Debit Card
CUST2025GB,251,Subscription Payment,Amazon Prime,8.8,02/14/2025,Google Pay
CUST2025RS,201,BNPL Purchase,Smart TV,917.71,12/08/2025,Apple Pay
CUST2025WU,234,Gym Membership,Gold's Gym,162.91,05/10/2025,Debit Card
CUST2025CJ,247,Luxury Shopping,Prada,5424.39,09/14/2025,Debit Card
CUST2025TV,288,Hotel Stay,Ritz-Carlton,1158.6,10/10/2025,Apple Pay
CUST2025DO,297,Gym Membership,Planet Fitness,37.47,03/04/2025,PayPal
CUST2025ZY,279,Grocery Shopping,Trader Joe's,435.35,03/25/2025,Debit Card
CUST2025NX,234,Subscription Payment,Spotify,27.78,05/20/2025,Apple Pay
CUST2025AV,276,Luxury Shopping,Prada,4045.71,09/05/2025,PayPal
CUST2025PH,218,Hotel Stay,Hilton,1367.0,11/06/2025,Credit Card
CUST2025VG,258,Food Delivery,GrubHub,97.04,11/23/2025,Credit Card
CUST2025LG,233,Retail Space Lease,Pop-up Storefront,419969.53,01/26/2025,Debit Card
CUST2025EN,260,Hotel Stay,Hilton,2125.35,07/27/2025,Google Pay
CUST2025AJ,256,Gym Membership,Gold's Gym,122.87,12/22/2025,Google Pay
CUST2025HF,201,BNPL Purchase,MacBook,1920.02,03/16/2025,PayPal
CUST2025IA,234,Subscription Payment,Amazon Prime,24.04,05/13/2025,Credit Card
CUST2025CZ,266,Retail Space Lease,Pop-up Storefront,472858.48,11/18/2025,Debit Card
CUST2025UQ,246,Luxury Travel Booking,Paris Vacation,18604.07,09/05/2025,Credit Card
CUST2025PN,280,Subscription Payment,Amazon Prime,15.79,06/26/2025,Debit Card
CUST2025LL,247,Camera Equipment,Nikon Z6,3280.09,06/23/2025,PayPal
CUST2025DS,239,Grocery Shopping,Walmart,474.88,04/28/2025,PayPal
CUST2025FA,255,Food Delivery,GrubHub,92.5,10/22/2025,Apple Pay
CUST2025GD,209,Luxury Travel Booking,London Business Trip,14080.43,11/20/2025,Apple Pay
CUST2025YW,260,BNPL Purchase,Smart TV,762.2,12/06/2025,Credit Card
CUST2025AK,290,Luxury Shopping,Prada,7832.47,03/16/2025,Credit Card
CUST2025KC,267,Hotel Stay,Hilton,1527.26,12/05/2025,Credit Card
CUST2025ZT,214,Gym Membership,Gold's Gym,187.73,05/13/2025,Google Pay
CUST2025YE,218,BNPL Purchase,iPhone,2312.06,10/12/2025,Debit Card
CUST2025OO,219,Subscription Payment,Amazon Prime,41.25,10/07/2025,Credit Card
CUST2025YP,214,Camera Equipment,Canon EOS,1902.11,09/12/2025,Credit Card
CUST2025ZC,228,Subscription Payment,Spotify,39.84,11/25/2025,Credit Card
CUST2025GQ,275,BNPL Purchase,iPhone,1861.8,07/23/2025,Apple Pay
CUST2025UG,235,Gym Membership,Gold's Gym,165.81,09/12/2025,Apple Pay
CUST2025EJ,221,Subscription Payment,Spotify,37.37,01/27/2025,Credit Card
